node,cond_1,cond_2,cond_3,cond_4,cond_5,cond_6
206,62,175,258,365,484,424
207,72,146,283,352,458,390
208,86,127,292,398,487,198
209,94,154,206,378,453,179
210,69,189,217,323,461,435
211,60,185,227,347,456,363
212,98,181,274,333,457,228
213,26,123,207,352,498,28
214,88,101,215,318,475,447
215,14,176,251,316,486,423
216,31,175,257,306,464,74
217,79,120,214,387,425,178
218,66,182,237,344,483,272
219,40,108,271,392,485,173
220,94,124,257,379,412,96
221,18,176,282,336,471,84
222,53,184,278,310,405,145
223,64,179,216,324,484,439
224,73,149,264,347,419,147
225,86,115,271,370,446,216
226,36,171,229,319,487,59
227,11,166,208,349,407,277
228,19,155,260,322,422,314
229,23,173,248,317,494,6
230,66,176,264,378,462,12
231,17,146,209,338,414,258
232,66,154,223,369,438,61
233,56,146,219,400,481,205
234,75,170,231,376,477,349
235,63,196,213,363,475,58
236,97,128,207,336,461,246
237,36,154,202,308,412,420
238,62,115,298,311,414,69
239,92,168,217,360,404,437
240,29,188,274,348,430,317
241,80,123,259,397,402,435
242,83,116,285,335,449,383
243,24,178,266,369,440,119
244,87,134,239,327,458,24
245,23,111,279,394,435,237
246,75,113,204,394,412,218
247,6,148,270,326,414,62
248,29,116,207,359,480,484
249,68,176,271,321,481,51
250,74,116,265,364,405,330
251,59,182,273,339,492,391
252,49,113,225,377,470,277
253,68,191,249,304,404,469
254,26,192,207,359,487,318
255,95,158,279,348,453,385
256,79,108,258,386,482,65
257,47,101,240,379,408,4
258,83,200,270,351,441,333
259,80,145,294,383,489,468
260,66,177,287,343,432,264
261,61,200,228,331,445,133
262,8,167,266,334,423,82
263,22,119,220,367,460,290
264,52,124,294,352,455,111
265,7,134,261,366,441,298
266,6,103,281,380,406,431
267,63,151,213,315,453,215
268,22,143,201,367,488,240
269,46,158,245,348,481,39
270,20,152,214,329,450,436
271,40,167,263,391,421,493
272,76,165,254,312,401,302
273,22,174,229,373,459,36
274,65,178,241,389,409,47
275,57,123,252,322,418,160
276,62,184,250,304,462,12
277,52,183,230,378,468,467
278,90,125,215,321,487,286
279,12,157,291,355,457,426
280,100,170,222,363,428,243
281,2,155,265,320,467,228
282,27,175,201,315,415,342
283,63,140,234,318,498,293
284,84,164,202,369,409,3
285,82,197,207,342,457,318
286,53,113,291,336,460,444
287,5,102,262,341,460,443
288,18,150,244,301,415,228
289,76,181,266,357,465,136
290,73,196,292,381,465,21
291,54,133,287,309,497,185
292,2,146,291,353,444,259
293,22,136,209,365,447,453
294,36,109,241,318,418,4
295,82,182,249,306,429,475
296,29,102,252,305,460,361
297,91,195,217,343,476,416
298,29,182,254,395,413,307
299,96,190,288,344,404,21
300,87,197,225,386,486,199
301,32,134,294,349,422,199
302,43,142,260,353,410,234
303,79,115,287,346,484,21
304,38,105,268,317,442,85
305,18,179,248,400,432,39
306,16,120,283,383,469,216
307,2,163,225,351,453,499
308,70,126,222,305,496,470
309,37,191,268,352,485,386
310,20,137,288,350,424,111
311,100,188,259,317,444,271
312,91,145,261,315,431,97
313,1,157,218,346,459,83
314,3,103,244,328,484,269
315,2,161,294,356,460,117
316,68,105,273,368,435,184
317,97,168,277,377,406,124
318,65,127,230,317,426,175
319,65,105,256,326,417,157
320,14,160,297,331,486,366
321,51,156,266,343,437,40
322,11,145,225,348,472,212
323,60,188,216,393,406,5
324,6,146,281,307,479,225
325,43,116,227,315,466,161
326,81,148,276,307,491,351
327,5,168,246,305,435,343
328,95,153,257,345,421,405
329,25,188,235,363,422,232
330,95,116,278,394,421,106
331,61,131,238,301,483,293
332,37,103,205,355,434,332
333,94,108,280,344,426,348
334,91,112,294,343,471,199
335,91,162,206,343,435,120
336,21,146,214,320,418,432
337,86,142,291,398,480,148
338,19,124,221,347,441,277
339,24,164,218,302,487,453
340,96,158,247,399,433,275
341,27,192,223,336,468,398
342,16,161,233,316,420,498
343,7,157,279,341,443,214
344,76,198,300,353,472,479
345,60,110,288,311,407,128
346,85,131,261,328,489,201
347,26,137,248,349,412,317
348,42,180,261,382,433,478
349,7,189,289,317,472,205
350,57,128,271,342,438,247
351,46,153,285,321,484,99
352,96,102,260,367,466,483
353,54,186,243,333,472,339
354,92,120,224,304,472,167
355,86,101,236,396,441,343
356,8,191,270,375,448,132
357,82,193,240,370,470,128
358,2,174,203,384,448,110
359,58,115,223,326,413,252
360,43,154,251,365,429,354
361,7,115,225,325,433,494
362,8,140,251,374,498,434
363,35,101,279,365,456,354
364,69,115,250,378,474,30
365,45,118,226,334,418,273
366,64,141,248,358,419,422
367,64,113,206,380,451,256
368,15,135,272,320,466,136
369,68,161,224,393,408,166
370,83,136,225,325,447,102
371,51,142,277,360,422,494
372,11,164,213,387,480,310
373,96,153,291,310,499,382
374,8,130,263,388,442,46
375,9,175,271,383,415,492
376,78,117,258,373,464,192
377,53,117,273,312,424,70
378,83,130,257,362,475,220
379,57,122,276,373,438,181
380,21,102,212,383,495,340
381,40,191,282,312,464,224
382,23,115,289,374,476,491
383,58,162,271,342,497,171
384,42,156,222,394,494,82
385,91,117,220,396,468,3
386,76,172,251,341,475,197
387,28,150,209,301,440,281
388,88,172,272,388,475,488
389,20,111,213,351,458,114
390,84,137,277,382,445,481
391,90,136,215,332,452,210
392,77,103,292,308,497,224
393,27,189,248,327,420,288
394,97,160,274,355,406,330
395,58,125,289,390,444,414
396,66,163,276,336,473,211
397,30,173,298,319,451,375
398,88,155,212,317,420,301
399,16,162,260,389,495,359
400,60,134,232,347,452,66
401,58,165,279,368,450,277
402,4,115,238,374,495,376
403,75,177,288,333,471,43
404,27,125,233,350,492,63
405,29,171,240,387,483,437
406,24,119,235,392,450,215
407,59,131,258,353,428,160
408,79,153,218,333,482,227
409,66,162,289,322,454,231
410,60,131,290,335,468,219
411,16,108,208,368,489,248
412,73,187,296,354,440,485
413,38,113,268,377,446,115
414,79,141,204,390,479,123
415,75,163,212,346,433,212
416,35,117,299,361,442,375
417,93,139,204,367,457,153
418,65,175,238,341,499,146
419,83,155,263,320,430,321
420,40,156,210,319,453,78
421,92,119,269,366,500,192
422,92,161,277,351,475,488
423,26,195,276,378,446,325
424,4,101,258,304,435,406
425,6,194,214,323,449,17
426,42,143,271,361,461,48
427,12,150,265,375,476,308
428,80,180,275,304,442,296
429,77,106,254,320,408,105
430,8,161,261,379,455,234
431,44,185,223,390,406,406
432,40,118,298,381,452,305
433,11,153,247,372,447,295
434,43,176,300,304,491,42
435,82,135,263,328,438,311
436,27,195,291,386,483,42
437,88,197,269,361,446,209
438,42,114,272,336,451,369
439,16,140,291,325,401,151
440,92,186,237,376,403,474
441,14,180,236,319,497,496
442,38,168,245,370,499,435
443,88,109,227,397,425,182
444,4,172,275,332,456,262
445,17,159,272,323,466,153
446,12,190,213,306,474,76
447,67,150,234,315,430,77
448,32,176,238,382,457,3
449,69,149,263,307,480,115
450,10,152,275,346,495,493
451,7,128,264,372,468,318
452,98,168,249,340,451,82
453,25,133,250,348,411,13
454,12,117,210,363,474,309
455,78,193,269,397,481,177
456,86,115,246,399,433,6
457,51,130,252,397,457,30
458,44,151,229,310,416,456
459,53,153,226,355,435,500
460,79,109,297,338,465,14
461,54,192,213,354,477,55
462,90,118,269,304,476,462
463,33,105,215,354,430,92
464,42,108,217,349,479,163
465,35,163,275,348,438,262
466,87,200,230,303,460,43
467,16,125,217,309,417,261
468,90,176,228,400,435,115
469,2,128,204,349,443,161
470,1,199,248,337,497,375
471,90,117,207,400,451,38
472,82,166,243,333,439,109
473,1,142,248,337,486,132
474,63,189,254,361,442,128
475,88,161,224,334,496,107
476,88,134,288,391,482,212
477,98,111,266,346,403,140
478,26,175,267,382,464,51
479,22,146,252,327,456,38
480,88,191,259,328,472,110
481,27,146,232,362,489,348
482,58,200,224,357,476,338
483,8,132,269,394,439,104
484,68,157,266,330,435,274
485,26,162,224,363,430,294
486,36,124,283,350,408,415
487,87,188,289,341,430,182
488,75,167,203,327,450,380
489,37,167,279,376,489,77
490,42,170,280,336,420,419
491,96,194,227,329,488,401
492,96,177,249,359,476,416
493,61,132,224,330,494,325
494,22,160,225,362,486,442
495,74,169,273,384,458,22
496,46,123,251,388,490,149
497,27,151,295,377,415,472
498,13,143,249,397,460,62
499,84,167,204,367,421,83
500,67,161,241,323,421,247
501,61,187,258,394,454,52
502,77,106,270,328,414,284
503,68,129,214,307,462,132
504,1,190,232,329,436,450
505,32,190,295,322,443,168
506,24,117,242,306,472,185
507,36,147,268,379,434,150
508,99,149,257,331,495,467
509,19,189,268,383,481,367
510,100,102,211,397,475,214
511,1,181,237,382,485,135
512,43,119,294,310,444,166
513,37,146,241,399,473,495
514,67,189,263,319,476,243
515,21,166,290,378,486,184
516,50,180,251,342,483,80
517,31,189,300,325,419,30
518,32,141,261,367,403,103
519,46,125,225,365,407,402
520,60,182,286,377,421,197
521,58,135,236,355,407,253
522,82,114,224,303,424,133
523,32,116,238,319,454,350
524,37,199,203,351,438,474
525,50,121,266,369,479,240
526,75,110,266,341,432,438
527,50,190,242,344,484,333
528,62,128,236,371,462,456
529,14,169,299,375,426,9
530,78,129,254,382,432,326
531,47,187,248,381,439,13
532,69,121,215,370,446,471
533,96,117,262,319,461,16
534,4,183,278,369,445,13
535,27,192,218,367,402,173
536,84,173,276,351,441,51
537,79,124,299,351,414,399
538,79,144,205,308,402,336
539,8,192,289,379,439,371
540,2,130,254,340,415,287
541,54,110,284,386,408,245
542,58,197,267,327,462,100
543,34,127,236,385,474,29
544,67,145,291,366,406,118
545,21,188,204,398,448,478
546,63,107,205,365,474,174
547,83,150,289,332,415,172
548,83,191,216,319,448,33
549,69,200,233,331,500,248
550,35,148,202,310,408,398
551,54,175,228,390,403,468
552,15,140,243,319,404,209
553,50,122,291,307,474,459
554,49,188,221,305,490,46
555,34,165,266,398,419,397
556,97,118,216,354,402,152
557,98,111,222,395,445,422
558,57,187,272,371,479,475
559,50,114,269,338,405,393
560,42,175,208,302,454,133
561,75,190,260,348,419,105
562,84,162,258,350,468,465
563,5,170,278,363,457,182
564,33,175,202,367,418,54
565,95,157,269,337,425,407
566,36,155,245,400,408,186
567,7,123,258,335,463,91
568,14,169,292,349,467,207
569,57,106,225,362,478,168
570,19,148,238,395,483,61
571,21,169,288,375,407,220
572,41,167,253,327,424,148
573,19,153,217,337,416,195
574,29,124,264,360,455,203
575,97,135,297,387,404,233
576,17,105,262,378,408,336
577,15,140,294,321,444,419
578,47,117,233,335,432,493
579,97,200,246,311,430,93
580,84,157,246,350,408,385
581,48,137,270,396,423,368
582,73,131,296,386,466,217
583,20,116,300,353,401,90
584,61,145,244,345,411,109
585,58,181,229,344,435,189
586,59,181,268,304,443,136
587,67,156,244,302,421,399
588,56,199,297,349,440,426
589,93,148,244,346,474,411
590,68,165,249,313,441,86
591,23,163,248,367,460,464
592,46,103,290,330,442,406
593,18,183,210,400,477,137
594,9,134,282,377,470,76
595,79,156,240,357,407,222
596,6,199,210,332,471,96
597,77,124,206,371,420,431
598,82,123,212,329,417,452
599,89,180,232,350,463,264
600,69,183,276,308,408,117
601,93,174,202,332,466,7
602,48,111,207,301,435,311
603,77,136,277,308,424,239
604,87,119,259,301,482,232
605,15,179,203,379,406,29
606,45,172,267,370,452,494
607,95,108,223,320,439,184
608,57,166,294,395,401,259
609,97,131,266,391,428,193
610,87,126,295,327,402,204
611,39,125,243,343,467,498
612,94,182,223,363,427,160
613,68,166,229,335,404,363
614,28,189,287,323,481,325
615,63,146,295,315,420,414
616,6,172,278,314,497,282
617,53,150,227,351,487,245
618,58,110,234,395,420,109
619,91,163,239,366,459,298
620,42,137,245,350,436,296
621,54,181,275,393,462,345
622,93,139,270,376,479,321
623,93,166,229,318,457,63
624,97,104,237,327,401,259
625,19,145,300,342,459,499
626,8,175,280,388,480,456
627,74,136,257,349,446,401
628,61,169,213,322,454,228
629,78,130,265,371,407,43
630,95,144,263,340,483,196
631,81,129,247,342,426,248
632,66,131,231,349,490,344
633,95,128,263,325,433,228
634,15,193,212,379,487,287
635,23,189,295,318,426,160
636,47,144,214,315,432,359
637,15,197,279,305,439,136
638,81,150,221,302,408,196
639,31,180,261,397,433,185
640,66,104,210,307,457,297
641,60,106,247,364,415,69
642,33,159,215,343,424,227
643,59,138,278,311,416,432
644,3,198,248,303,430,106
645,15,187,266,317,486,235
646,64,142,216,335,471,452
647,53,133,244,319,421,410
648,50,163,225,319,451,454
649,95,149,293,380,488,478
650,21,138,258,389,424,254
651,25,200,230,388,427,52
652,96,110,261,323,464,338
653,6,126,275,312,434,142
654,67,184,257,318,442,154
655,34,124,212,398,451,459
656,84,107,284,378,424,212
657,8,177,244,318,454,351
658,65,160,255,351,470,359
659,11,162,233,351,426,324
660,16,155,249,311,402,471
661,34,116,222,308,471,438
662,98,122,234,391,496,496
663,89,107,280,385,457,376
664,45,145,221,306,455,56
665,20,140,254,310,416,19
666,85,144,251,329,493,13
667,25,200,232,351,493,50
668,95,195,231,305,451,348
669,84,139,221,335,463,23
670,12,132,240,303,423,60
671,100,117,248,317,409,333
672,35,131,300,383,403,194
673,14,125,289,343,418,278
674,85,123,261,324,435,5
675,48,126,250,374,485,500
676,32,101,297,359,462,18
677,9,104,202,365,456,31
678,42,172,265,348,420,220
679,48,158,268,386,406,422
680,71,151,246,352,421,66
681,47,200,203,399,436,402
682,50,152,219,329,408,189
683,70,182,205,322,465,384
684,52,124,211,311,454,417
685,72,152,267,371,480,390
686,88,199,278,359,401,479
687,99,122,215,362,490,246
688,43,188,236,353,462,167
689,46,124,262,345,401,476
690,60,107,251,328,425,287
691,73,199,247,377,498,169
692,31,133,264,317,473,396
693,54,112,296,356,483,12
694,17,119,215,324,478,500
695,92,145,271,392,480,301
696,60,124,218,323,473,223
697,37,109,252,384,434,493
698,86,102,236,353,417,495
699,35,135,289,302,455,62
700,2,123,243,304,477,174
701,42,122,208,320,488,222
702,32,154,215,368,488,265
703,9,183,294,390,489,173
704,5,144,268,341,457,67
705,82,184,253,342,471,93
706,65,118,219,328,490,345
707,87,144,283,323,431,166
708,20,165,214,364,475,402
709,46,135,249,372,426,355
710,11,174,234,387,437,485
711,4,122,232,380,425,171
712,31,163,228,383,432,28
713,85,121,226,309,488,322
714,46,136,299,315,457,401
715,46,151,295,398,451,360
716,46,121,272,358,465,319
717,53,148,221,319,487,475
718,98,189,275,338,427,207
719,63,162,220,305,484,425
720,30,167,275,363,492,104
721,34,112,282,388,436,276
722,93,198,270,306,443,78
723,28,156,247,362,466,129
724,94,166,220,353,480,425
725,76,170,274,345,478,74
726,30,107,284,355,471,450
727,68,128,250,333,449,274
728,49,126,261,371,467,474
729,41,101,283,398,466,24
730,37,159,289,322,465,175
731,20,103,215,364,434,351
732,76,109,232,337,499,444
733,74,172,229,376,418,85
734,67,181,285,373,426,77
735,82,142,263,303,461,87
736,43,159,223,367,427,39
737,50,179,290,335,465,270
738,57,177,252,303,404,294
739,30,120,295,372,476,415
740,67,177,274,334,470,460
741,67,173,235,373,469,484
742,64,120,228,316,422,265
743,39,184,263,372,426,193
744,63,153,241,345,440,286
745,65,143,215,380,466,252
746,13,176,280,305,447,463
747,41,143,270,313,430,77
748,63,113,251,396,491,83
749,67,177,258,393,482,360
750,84,195,251,314,401,357
751,98,109,274,384,427,451
752,47,107,242,355,424,186
753,83,174,219,319,496,445
754,1,156,211,385,453,358
755,78,147,270,316,447,12
756,40,112,273,353,425,457
757,29,158,243,391,449,28
758,42,179,284,380,436,382
759,40,200,226,339,411,148
760,28,182,294,369,438,28
761,1,152,265,311,431,41
762,2,124,262,360,406,68
763,83,172,252,320,404,102
764,12,140,231,361,426,184
765,41,148,210,360,456,477
766,14,152,254,364,449,275
767,73,183,236,368,454,97
768,75,190,242,317,434,74
769,31,193,215,355,476,5
770,52,189,267,322,401,472
771,62,181,238,393,480,78
772,23,138,289,360,459,157
773,23,129,231,307,450,206
774,50,163,260,369,478,484
775,53,180,291,302,425,272
776,3,103,248,302,424,170
777,38,143,263,326,417,426
778,69,149,236,394,474,309
779,45,142,282,351,450,329
780,49,109,298,307,492,432
781,17,108,240,337,489,241
782,14,182,275,369,438,324
783,82,110,252,316,414,64
784,67,159,203,333,427,211
785,3,129,289,364,484,460
786,5,124,263,341,493,386
787,24,166,221,354,410,182
788,52,177,207,312,415,483
789,12,143,270,302,468,29
790,38,197,217,374,415,28
791,39,140,207,312,443,170
792,4,148,294,360,402,252
793,8,171,235,351,429,333
794,46,161,208,326,434,344
795,71,130,264,314,432,109
796,85,109,226,317,432,440
797,22,178,245,330,477,153
798,98,196,271,365,404,218
799,18,151,247,338,474,437
800,80,176,249,329,498,486
801,59,178,271,378,487,14
802,33,199,288,317,442,500
803,30,197,248,398,466,150
804,26,193,234,386,464,270
805,15,102,229,391,427,295
806,36,180,278,377,412,59
807,9,170,280,319,461,84
808,13,124,286,333,401,222
809,34,112,288,399,448,36
810,85,102,246,343,453,257
811,25,125,244,399,467,21
812,36,182,250,305,462,378
813,35,107,222,357,465,414
814,82,142,210,334,419,20
815,14,113,295,387,423,492
816,13,183,294,354,494,400
817,59,196,259,333,439,326
818,43,143,236,332,435,108
819,47,197,225,341,413,438
820,2,186,265,307,459,13
821,95,184,216,353,424,8
822,47,198,262,377,432,418
823,11,110,218,329,412,32
824,54,134,203,387,462,360
825,10,110,233,396,409,436
826,48,124,210,385,412,417
827,72,127,204,315,405,348
828,97,119,213,355,429,435
829,70,138,241,385,432,334
830,63,113,223,338,423,170
831,50,197,211,389,486,232
832,61,156,245,316,440,215
833,91,170,296,376,406,364
834,31,107,291,311,436,370
835,51,155,269,327,442,99
836,29,191,238,392,449,96
837,77,160,209,328,448,432
838,54,198,218,400,457,93
839,61,184,226,314,432,165
840,52,102,246,352,472,235
841,29,162,218,360,467,487
842,20,159,219,343,421,345
843,51,166,266,314,416,25
844,65,193,295,362,431,311
845,6,142,218,398,480,323
846,84,185,258,380,405,340
847,47,161,213,301,455,412
848,31,200,276,379,480,438
849,69,165,233,353,468,330
850,100,152,231,387,457,292
851,8,136,259,350,439,148
852,70,125,257,329,447,105
853,88,192,223,386,441,183
854,36,196,284,330,437,27
855,4,154,213,370,440,316
856,25,106,217,353,450,441
857,6,107,224,395,475,7
858,18,179,205,315,472,224
859,81,188,204,388,478,234
860,9,141,243,373,469,497
861,95,179,228,364,425,251
862,79,117,218,319,486,191
863,52,178,289,304,480,126
864,49,154,277,352,461,438
865,44,178,212,361,444,365
866,55,109,234,313,490,308
867,22,143,231,328,458,175
868,87,175,231,380,480,86
869,47,132,300,306,492,305
870,25,128,202,334,405,175
871,85,171,239,376,446,103
872,46,108,283,390,419,337
873,41,149,292,398,483,398
874,69,188,239,330,439,416
875,84,177,283,380,485,218
876,65,125,248,309,461,142
877,45,111,251,311,469,256
878,3,108,230,365,462,44
879,62,118,294,356,433,118
880,34,121,222,366,430,10
881,98,161,244,367,473,247
882,13,144,256,390,466,120
883,30,126,240,339,456,341
884,29,120,224,311,401,256
885,27,121,300,386,413,361
886,23,123,287,356,467,14
887,63,103,228,370,491,420
888,60,104,292,341,416,482
889,59,149,250,327,427,53
890,45,113,234,392,419,116
891,80,172,211,394,451,483
892,77,175,228,318,500,105
893,29,166,217,384,427,499
894,71,197,266,359,458,26
895,26,116,284,354,449,476
896,64,140,279,351,458,369
897,86,155,246,364,494,84
898,91,134,233,364,445,249
899,11,171,273,352,475,220
900,6,157,206,310,451,308
901,96,170,225,311,425,251
902,92,151,221,323,448,466
903,38,162,256,382,414,192
904,99,176,288,350,415,350
905,60,109,234,326,483,434
906,48,162,231,352,499,240
907,6,102,234,378,429,404
908,17,130,251,325,488,297
909,81,129,286,340,410,426
910,54,169,291,343,418,60
911,92,132,224,342,466,495
912,28,117,294,343,500,347
913,81,188,275,384,421,467
914,63,153,280,336,437,480
915,13,125,261,319,422,276
916,53,115,294,331,460,39
917,17,126,279,336,452,349
918,80,140,270,373,438,386
919,17,193,290,310,466,311
920,43,116,298,400,490,463
921,89,172,296,324,430,308
922,71,122,287,384,472,204
923,15,129,217,322,496,74
924,50,147,203,320,440,345
925,2,113,201,308,471,74
926,52,192,247,352,445,135
927,30,116,276,355,476,90
928,43,130,211,343,480,431
929,40,196,291,356,439,242
930,89,187,254,365,451,444
931,79,146,214,355,491,477
932,71,124,293,370,480,270
933,39,200,212,360,484,168
934,6,157,244,357,463,197
935,5,192,231,367,410,483
936,3,192,223,322,403,241
937,4,110,253,331,416,91
938,48,188,288,394,425,294
939,21,192,277,360,441,207
940,62,159,223,377,415,119
941,33,182,286,344,444,200
942,6,162,252,352,414,286
943,86,149,212,355,445,324
944,2,189,231,358,457,428
945,9,106,246,317,446,149
946,71,198,283,319,491,151
947,59,162,293,372,488,198
948,94,141,230,359,442,38
949,76,176,246,394,426,79
950,89,139,224,347,438,228
951,23,141,201,325,483,60
952,4,191,290,359,474,396
953,100,153,233,348,403,162
954,30,102,283,324,410,410
955,44,170,213,328,486,447
956,2,153,258,373,452,378
957,76,182,205,312,407,269
958,30,158,217,353,443,27
959,58,139,215,333,489,85
960,17,164,203,370,491,322
961,59,168,250,351,415,445
962,49,167,208,341,429,38
963,35,102,294,375,438,219
964,99,110,214,395,406,213
965,73,134,283,362,404,340
966,34,123,209,324,413,453
967,86,132,255,398,427,390
968,84,189,275,380,484,359
969,28,199,254,387,488,448
970,64,113,227,304,470,463
971,54,196,243,308,434,214
972,2,105,277,326,483,191
973,100,139,206,356,443,427
974,56,196,211,320,481,10
975,50,179,286,321,433,348
976,28,110,262,313,414,473
977,48,110,267,355,404,199
978,96,126,283,363,482,368
979,2,119,270,385,478,322
980,53,137,216,336,474,300
981,47,120,282,330,464,39
982,57,171,270,323,402,51
983,91,184,274,302,412,296
984,79,196,289,319,417,339
985,76,166,211,388,477,366
986,15,173,217,314,431,211
987,27,133,212,348,483,372
988,48,160,203,342,488,338
989,78,170,272,356,419,386
990,42,186,280,386,422,39
991,1,105,206,348,454,328
992,81,157,224,353,438,232
993,38,106,213,329,474,301
994,37,131,300,356,473,342
