node,cond_1,cond_2,cond_3,cond_4,cond_5,cond_6
162,13,179,240,335,478,306
163,41,141,250,353,453,360
164,75,101,254,327,440,62
165,45,185,242,396,470,6
166,10,155,297,386,481,391
167,25,118,268,397,500,239
168,23,159,265,330,402,466
169,57,127,291,307,437,222
170,44,136,280,343,450,85
171,92,133,285,307,473,196
172,54,191,239,355,412,253
173,53,138,297,376,401,14
174,46,130,295,303,404,436
175,56,137,262,314,458,53
176,49,166,276,363,478,304
177,29,165,242,374,405,456
178,69,147,240,353,451,146
179,80,115,202,354,478,421
180,28,179,289,383,434,242
181,92,163,283,350,443,351
182,31,125,249,338,433,34
183,61,152,242,365,459,375
184,57,176,240,364,406,268
185,70,178,253,337,419,120
186,65,186,261,348,497,190
187,67,164,269,305,430,437
188,93,112,273,345,426,174
189,53,186,205,332,417,380
190,85,177,216,332,488,439
191,39,138,283,340,467,141
192,50,141,247,371,435,335
193,39,111,217,398,434,202
194,59,134,266,371,433,431
195,93,163,278,381,490,121
196,95,109,259,348,405,462
197,62,114,259,399,425,395
198,32,133,284,312,447,94
199,1,183,289,360,401,66
200,84,134,221,333,428,206
201,40,168,279,315,410,259
202,25,164,283,387,490,387
203,3,154,286,380,467,116
204,70,146,277,376,467,52
205,35,197,207,357,487,477
206,14,116,257,355,418,252
207,76,119,220,360,495,332
208,56,173,281,322,444,142
209,60,157,235,319,409,409
210,8,134,268,356,429,90
211,86,149,264,326,465,154
212,92,150,235,399,417,246
213,98,168,290,306,415,263
214,8,113,266,344,414,203
215,21,141,252,395,461,29
216,83,136,233,386,490,249
217,1,179,259,363,454,19
218,83,195,278,325,480,165
219,96,112,259,380,443,450
220,52,154,229,396,454,66
221,48,133,297,372,454,498
222,49,159,245,357,463,374
223,69,151,237,327,446,356
224,71,107,216,383,500,486
225,68,148,255,356,463,412
226,40,105,256,349,484,280
227,22,142,240,372,470,411
228,8,139,266,308,404,319
229,15,133,214,348,448,354
230,34,137,296,385,479,189
231,75,176,250,331,479,139
232,9,147,276,388,468,23
233,70,193,255,325,410,355
234,6,106,224,321,470,397
235,4,148,255,339,469,496
236,67,131,246,363,439,255
237,82,180,210,389,430,357
238,90,151,212,320,472,374
239,35,128,211,391,486,492
240,58,178,288,315,484,476
241,73,143,276,317,474,485
242,13,142,265,329,469,164
243,90,184,278,318,412,310
244,45,174,277,353,431,441
245,75,115,262,391,444,69
246,70,174,259,351,463,132
247,1,169,231,309,457,283
248,68,164,210,304,433,422
249,4,129,290,374,440,40
250,2,117,258,360,404,498
251,52,111,237,398,423,275
252,41,149,215,389,424,263
253,18,180,202,377,443,433
254,34,110,201,303,440,104
255,18,198,205,343,485,491
256,96,105,270,397,485,229
257,73,169,295,358,486,166
258,62,142,243,386,437,221
259,38,157,280,378,496,42
260,83,131,239,304,483,166
261,32,119,201,304,408,82
262,30,162,275,302,432,437
263,82,192,232,392,486,291
264,90,133,273,323,408,344
265,18,184,280,388,487,330
266,97,131,275,340,437,473
267,59,157,287,393,423,26
268,61,161,279,329,407,36
269,36,167,270,322,494,195
270,32,175,209,373,496,176
271,20,174,289,326,450,28
272,64,146,267,318,422,181
273,71,103,260,302,458,370
274,75,123,211,362,490,348
275,31,125,248,379,456,499
276,2,153,278,340,409,235
277,18,115,260,322,485,168
278,37,188,246,360,490,427
279,98,182,277,395,404,440
280,21,135,247,331,444,394
281,9,117,295,315,490,197
282,58,166,236,306,473,189
283,8,187,295,367,412,363
284,94,173,278,327,492,287
285,7,140,244,348,497,274
286,98,171,264,332,402,101
287,60,115,286,310,415,339
288,37,197,227,370,491,276
289,43,177,295,344,474,436
290,71,113,223,314,433,110
291,21,119,227,359,468,108
292,66,168,228,367,462,53
293,67,190,237,311,445,318
294,63,111,292,390,461,410
295,24,145,249,388,421,230
296,85,128,210,313,498,349
297,9,119,220,370,409,308
298,87,178,230,349,429,203
299,87,144,244,312,420,405
300,63,110,233,314,480,418
301,88,125,218,304,456,180
302,56,143,238,376,483,93
303,46,156,219,301,488,376
304,50,174,257,324,443,300
305,86,183,226,305,408,492
306,76,144,265,346,409,367
307,41,128,262,372,496,166
308,62,117,299,399,496,470
309,80,144,269,307,429,370
310,88,186,253,328,481,244
311,17,159,242,376,482,227
312,23,137,290,310,498,13
313,7,137,263,348,475,227
314,17,197,206,341,480,315
315,70,144,268,311,463,99
316,13,171,228,345,469,322
317,23,108,269,390,480,83
318,63,108,292,351,450,470
319,76,124,230,390,426,394
320,94,111,278,312,402,179
321,60,112,229,342,442,158
322,13,137,266,313,444,117
323,68,175,234,344,481,464
324,64,123,247,353,461,256
325,13,102,293,341,416,120
326,7,196,244,371,471,27
327,7,191,236,342,481,454
328,53,186,220,367,402,374
329,14,167,219,372,409,315
330,27,151,278,341,464,371
331,35,111,229,348,441,184
332,33,162,277,398,432,203
333,43,190,216,370,493,384
334,27,130,291,305,410,267
335,72,200,236,370,475,397
336,11,111,281,394,491,247
337,69,108,233,320,425,32
338,29,158,234,399,438,421
339,41,129,279,370,441,312
340,98,136,255,389,476,384
341,47,107,215,306,426,215
342,2,119,265,345,438,493
343,53,197,291,333,419,45
344,5,137,262,317,500,106
345,30,147,218,363,466,488
346,89,122,242,305,445,58
347,97,169,275,306,498,23
348,95,190,227,362,490,152
349,50,170,211,344,489,341
350,23,139,299,377,487,131
351,70,105,253,310,493,10
352,33,164,223,358,475,160
353,83,197,261,334,417,94
354,29,147,266,341,499,29
355,80,188,271,321,480,141
356,98,164,275,307,468,457
357,65,128,248,352,469,498
358,24,182,274,393,488,448
359,65,104,294,384,449,178
360,86,142,213,318,490,425
361,31,103,222,383,422,453
362,12,148,216,324,416,55
363,82,127,203,383,462,207
364,75,139,288,320,459,44
365,3,172,210,398,418,20
366,85,179,263,392,499,313
367,46,166,247,362,469,222
368,19,161,276,335,488,21
369,44,110,282,360,427,399
370,91,200,274,396,450,377
371,77,107,222,384,449,359
372,38,172,202,386,498,293
373,15,128,285,314,499,157
374,15,126,269,321,456,84
375,83,162,213,352,408,436
376,87,180,267,356,455,98
377,35,149,235,355,407,241
378,35,136,268,312,496,214
379,68,175,235,335,450,337
380,26,184,252,371,431,77
381,18,178,235,367,450,297
382,35,117,230,385,421,217
383,84,115,203,381,449,466
384,37,101,238,323,482,281
385,83,168,281,315,414,460
386,21,104,288,329,445,74
387,63,178,280,391,457,192
388,26,185,220,312,471,237
389,100,170,240,352,446,14
390,23,183,283,309,433,238
391,19,157,249,370,435,226
392,23,187,212,369,478,400
393,51,179,240,378,407,15
394,37,200,260,304,446,466
395,80,142,215,376,451,314
396,8,169,245,313,435,12
397,2,153,265,301,408,32
398,58,133,262,365,432,70
399,13,157,296,382,432,322
400,62,185,247,393,464,59
401,29,130,208,388,473,425
402,68,124,262,357,423,168
403,26,157,220,301,499,215
404,22,151,280,306,436,318
405,83,183,295,364,422,371
406,11,159,277,347,493,387
407,89,123,237,302,428,47
408,71,105,276,342,484,419
409,81,187,291,392,433,118
410,10,130,278,307,432,305
411,81,139,206,320,481,382
412,74,161,213,308,407,326
413,90,152,261,335,486,38
414,1,172,208,398,480,379
415,31,121,253,365,435,166
416,18,181,223,366,465,30
417,25,104,243,322,425,166
418,82,114,294,360,437,426
419,2,166,261,357,403,459
420,10,112,224,368,464,116
421,85,135,224,317,421,441
422,48,132,260,312,478,425
423,58,148,279,302,432,430
424,27,111,222,360,459,232
425,36,165,258,391,478,134
426,53,139,271,333,493,39
427,54,115,271,378,429,379
428,23,134,267,376,406,380
429,41,191,296,385,405,51
430,79,150,276,307,493,285
431,74,193,205,356,410,348
432,16,149,226,329,459,234
433,3,110,282,366,478,393
434,15,133,211,358,408,62
435,54,174,248,328,500,374
436,20,174,229,301,410,151
437,78,173,236,374,447,116
438,86,188,242,349,479,243
439,31,132,207,345,412,69
440,81,116,248,366,483,160
441,15,133,283,307,444,190
442,85,147,211,379,421,94
443,52,192,226,327,406,113
444,20,117,254,315,489,376
445,54,104,242,320,486,266
446,84,105,206,332,479,360
447,12,162,265,332,486,41
448,51,115,300,333,469,309
449,94,143,298,342,405,252
450,39,191,263,304,428,425
451,7,195,265,398,434,80
452,27,114,227,339,442,29
453,98,124,206,334,405,369
454,3,107,246,392,486,434
455,35,103,289,342,416,365
456,33,129,212,320,444,399
457,21,133,278,320,419,431
458,25,103,201,358,473,334
459,65,171,267,395,402,155
460,16,167,290,355,478,83
461,66,178,209,369,427,340
462,73,188,258,347,437,160
463,67,151,206,323,447,479
464,99,115,294,314,456,161
465,66,200,294,365,458,117
466,89,193,293,341,494,157
467,42,107,263,392,421,120
468,64,190,266,384,410,302
469,88,177,226,384,426,332
470,32,167,281,363,427,134
471,74,180,241,397,465,82
472,39,197,289,346,468,488
473,5,121,202,315,480,161
474,65,171,203,323,418,478
475,73,136,255,320,438,451
476,50,198,204,313,402,255
477,75,128,220,356,492,445
478,77,137,275,305,488,112
479,90,193,202,313,406,178
480,25,131,284,324,479,126
481,77,116,253,397,436,392
482,34,101,213,357,414,24
483,19,117,258,353,412,361
484,36,187,216,375,450,317
485,83,147,256,372,418,478
486,56,124,206,309,492,186
487,60,154,252,392,447,141
488,14,179,279,366,402,497
489,52,117,229,318,429,184
490,22,152,261,390,441,117
491,31,169,232,359,408,344
492,79,183,293,384,442,486
493,23,126,220,394,460,122
494,41,197,300,388,424,59
495,68,150,236,389,442,387
496,43,175,212,354,433,374
497,74,116,281,393,421,151
498,82,145,202,318,494,332
499,22,125,226,379,493,382
500,6,167,287,382,474,159
501,90,108,247,376,491,202
502,32,140,250,368,475,381
503,68,101,255,338,477,292
504,37,116,294,336,401,111
505,94,173,288,361,483,422
506,39,157,259,307,492,98
507,93,182,265,387,427,168
508,4,124,217,330,472,284
509,80,110,212,380,437,498
510,15,144,272,396,486,144
511,68,181,234,398,491,273
512,63,151,262,330,457,477
513,7,112,223,340,413,65
514,62,164,230,348,454,28
515,71,140,267,337,460,49
516,74,185,245,359,480,218
517,88,186,265,390,462,401
518,89,185,253,380,470,328
519,3,165,241,347,485,112
520,26,121,278,318,463,149
521,16,168,211,390,414,279
522,33,125,220,350,427,122
523,11,105,230,354,416,91
524,21,189,278,313,428,371
525,40,182,243,390,429,330
526,52,196,235,330,420,450
527,63,189,293,307,450,427
528,69,123,211,308,484,208
529,61,109,288,396,452,183
530,26,150,227,329,426,494
531,26,153,201,326,411,74
532,69,124,250,400,443,337
533,17,193,236,387,432,281
534,94,157,222,350,474,224
535,68,150,230,345,421,397
536,43,131,296,313,411,236
537,86,111,212,304,453,146
538,53,172,238,301,413,328
539,92,106,275,385,438,77
540,45,151,269,304,457,317
541,80,156,218,368,415,277
542,91,163,291,362,417,9
543,89,104,273,320,454,29
544,27,170,276,309,462,28
545,56,200,207,349,470,10
546,83,107,259,387,496,492
547,14,174,256,389,426,180
548,89,132,247,383,465,363
549,6,121,218,315,485,485
550,17,194,229,336,442,171
551,12,142,287,314,469,418
552,24,101,268,386,433,426
553,49,137,237,397,420,374
554,81,193,291,312,413,39
555,4,125,267,379,441,229
556,36,180,265,331,492,223
557,29,175,203,399,423,416
558,94,162,239,306,500,396
559,46,173,296,383,451,35
560,91,200,296,323,413,380
561,61,140,262,330,423,269
562,14,194,230,348,447,440
563,78,139,254,335,472,330
564,70,162,253,363,415,425
565,54,103,204,393,421,250
566,43,159,252,323,421,344
567,100,157,213,370,428,14
568,58,128,261,381,476,380
569,3,187,222,328,481,169
570,100,198,245,353,432,97
571,72,134,221,381,453,129
572,89,145,278,307,440,48
573,91,151,275,307,495,281
574,69,144,212,373,401,313
575,5,106,274,306,478,387
576,27,129,230,309,445,252
577,22,114,268,386,415,396
578,39,167,244,321,448,27
579,71,171,221,356,423,184
580,71,123,283,367,471,376
581,29,105,253,388,430,169
582,32,113,270,365,478,77
583,6,171,281,398,469,267
584,59,121,228,374,478,433
585,93,169,259,361,484,310
586,100,120,296,358,491,220
587,4,109,293,355,495,311
588,94,126,275,316,466,43
589,79,141,236,358,480,248
590,32,128,281,309,495,249
591,99,121,250,366,424,385
592,19,160,216,366,472,332
593,76,113,266,340,468,340
594,94,104,209,391,460,307
595,16,182,219,342,487,235
596,30,193,230,360,443,333
597,68,112,233,326,410,451
598,55,139,267,391,473,196
599,49,162,295,373,438,209
600,22,153,229,317,459,327
601,61,119,266,384,477,21
602,88,119,206,322,447,222
603,33,117,219,307,488,360
604,51,154,284,365,481,65
605,93,181,257,359,440,289
606,83,174,237,326,482,228
607,22,200,262,353,446,248
608,18,174,204,339,467,284
609,57,143,263,325,448,296
610,96,159,240,373,471,37
611,54,174,288,321,409,5
612,3,141,262,368,470,227
613,80,134,205,335,410,44
614,99,157,294,364,462,41
615,30,187,276,305,412,241
616,33,174,260,375,445,38
617,22,199,293,391,447,435
618,12,173,248,393,445,467
619,15,146,238,343,484,49
620,3,182,285,376,406,122
621,57,156,274,348,454,288
622,46,199,221,355,414,79
623,65,102,208,380,426,33
624,91,174,287,354,412,286
625,85,150,276,399,455,404
626,18,118,288,310,476,150
627,100,101,250,348,463,161
628,89,142,244,306,416,187
629,35,160,283,373,410,494
630,93,177,219,343,497,138
631,77,132,298,398,464,470
632,69,160,246,351,438,358
633,16,149,259,372,409,384
634,64,127,267,311,496,237
635,46,188,282,337,489,294
636,52,142,293,327,413,111
637,80,142,263,326,436,332
638,15,106,273,360,420,101
639,6,180,237,306,461,236
640,74,150,294,333,455,112
641,33,158,270,351,416,94
642,7,108,263,385,486,338
643,25,125,263,367,410,284
644,89,150,212,355,411,148
645,48,182,283,336,489,46
646,99,199,292,328,454,439
647,35,197,228,343,458,235
648,77,116,237,352,405,352
649,54,118,294,378,441,139
650,65,123,268,317,485,214
651,84,149,292,306,453,295
652,45,108,239,308,492,460
653,28,197,248,331,462,180
654,55,176,233,364,457,104
655,79,125,271,304,483,264
656,63,171,246,387,470,98
657,55,124,269,398,410,8
658,54,144,280,395,478,393
659,62,187,293,306,494,422
660,98,109,213,358,413,330
661,38,113,249,380,422,329
662,62,147,212,343,490,216
663,90,101,245,331,456,71
664,88,110,287,378,420,421
665,45,136,277,366,445,107
666,22,146,252,312,493,135
667,17,169,211,308,417,239
668,44,156,291,399,500,436
669,68,114,274,308,421,89
670,55,154,231,342,426,165
671,83,190,260,305,459,214
672,58,169,284,346,462,485
673,59,128,213,381,467,397
674,64,178,267,396,466,2
675,9,115,289,394,414,432
676,43,124,233,349,416,236
677,64,185,258,398,450,370
678,22,123,287,316,426,321
679,44,146,214,361,485,307
680,11,105,242,330,457,211
681,11,185,201,380,459,480
682,87,146,243,367,406,376
683,31,156,297,317,427,397
684,36,147,254,318,494,344
685,5,136,203,384,427,92
686,78,179,201,307,487,186
687,62,198,257,335,415,9
688,41,158,297,399,424,178
689,67,148,254,339,413,151
690,95,150,207,328,498,396
691,24,133,206,331,466,417
692,52,138,269,345,459,142
693,93,195,210,371,461,135
694,20,131,278,373,473,265
695,90,123,288,394,478,356
696,20,197,228,364,473,277
697,2,162,280,336,476,13
698,32,154,269,391,415,27
699,51,182,215,358,451,240
700,36,101,283,363,433,462
701,75,113,277,344,477,158
702,21,139,298,384,466,452
703,61,181,204,324,484,341
704,48,155,217,388,407,147
705,71,183,201,337,433,143
706,64,144,293,372,427,330
707,99,122,250,331,480,71
708,76,188,214,338,464,236
709,29,108,218,342,462,473
710,34,189,276,362,479,348
711,21,177,232,364,468,35
712,30,188,246,353,406,310
713,22,147,241,316,435,374
714,74,114,253,371,426,96
715,71,143,260,369,468,367
716,76,146,218,357,445,270
717,42,162,224,328,486,499
718,78,148,272,335,407,294
719,97,187,206,398,436,186
720,7,119,223,314,439,202
721,40,161,206,313,478,173
722,27,111,220,337,436,34
723,69,152,203,313,478,259
724,91,200,201,374,408,335
725,72,105,259,327,500,102
726,80,189,249,349,415,3
727,88,129,288,383,454,217
728,74,151,241,307,471,27
729,63,120,240,333,491,179
730,46,147,296,307,484,208
731,52,142,248,354,419,341
732,60,152,272,391,403,332
733,59,125,292,330,429,381
734,86,125,298,382,437,457
735,46,143,286,381,415,173
736,70,107,228,381,497,58
737,22,149,279,383,490,256
738,84,140,220,377,408,297
739,4,151,298,369,477,429
740,51,146,203,317,475,121
741,92,112,285,316,498,139
742,17,168,247,396,471,324
743,59,112,246,364,421,335
744,84,195,268,376,454,378
745,30,127,242,355,473,22
746,31,132,205,376,437,383
747,20,147,259,340,465,8
748,39,124,273,302,450,487
749,67,165,202,329,455,291
750,4,127,245,318,401,464
751,50,149,256,380,491,209
752,32,140,252,361,437,203
753,68,195,205,378,471,70
754,57,162,228,304,477,319
755,15,114,261,352,418,113
756,9,109,224,357,471,235
757,32,137,253,378,476,261
758,3,189,271,335,456,426
759,6,178,275,311,476,363
760,33,191,215,327,464,459
761,67,177,245,356,457,372
762,78,141,232,356,426,121
763,80,141,262,325,409,7
764,82,155,211,357,500,38
765,9,186,232,355,440,93
766,93,191,250,314,406,485
767,99,196,278,339,464,475
768,82,117,289,340,469,68
769,15,114,245,399,466,329
770,26,134,254,343,496,83
771,19,105,235,384,454,164
772,4,188,296,395,473,271
773,12,158,261,303,417,12
774,58,103,215,376,422,418
775,16,104,268,329,457,40
776,62,168,253,309,445,89
777,33,119,243,396,419,3
778,13,101,273,399,492,193
779,59,114,205,316,401,71
780,83,106,248,365,462,291
781,48,164,213,396,451,201
782,43,143,294,313,437,97
783,56,133,241,396,472,463
784,8,165,255,315,461,40
785,1,118,238,323,418,228
786,43,161,295,325,446,231
787,62,117,289,400,436,225
788,64,102,266,330,496,11
789,88,192,245,320,426,357
790,89,189,206,358,410,98
791,65,195,207,334,441,234
792,24,132,214,341,483,124
793,97,116,258,316,409,238
794,89,101,214,342,444,499
795,77,143,202,352,441,41
796,3,118,225,324,441,111
797,75,154,216,356,436,118
798,16,148,231,367,464,335
799,96,118,268,377,455,128
800,53,147,235,357,421,253
801,39,153,209,379,446,38
802,51,153,225,383,423,449
803,3,175,285,334,430,46
804,4,159,218,350,470,31
805,38,177,216,400,444,211
806,22,103,210,350,433,14
807,92,186,274,376,402,107
808,90,191,226,387,481,333
809,1,123,278,389,415,258
810,44,196,289,389,435,458
811,71,165,218,317,455,479
812,84,187,258,317,432,279
813,91,173,276,372,491,77
814,1,152,286,330,486,64
815,49,185,264,346,432,443
816,55,188,219,346,458,438
817,37,135,296,346,411,284
818,9,120,259,302,479,266
819,61,151,266,381,442,185
820,65,197,278,387,463,384
821,67,176,282,313,462,140
822,12,147,241,350,429,441
823,93,134,221,301,403,117
824,38,134,226,342,405,63
825,81,156,208,389,423,464
826,88,124,244,320,446,366
827,3,166,242,307,463,90
828,99,181,213,374,460,205
829,97,197,253,310,482,357
830,9,143,257,363,428,110
831,64,119,227,364,489,270
832,46,169,219,394,459,239
833,77,198,289,309,496,82
834,97,119,264,327,453,375
835,71,126,290,313,453,216
836,37,183,263,392,484,492
837,59,175,288,331,431,380
838,38,170,262,331,441,130
839,92,153,243,389,494,159
840,22,157,259,318,456,487
841,19,155,233,334,483,104
842,92,199,248,304,459,10
843,22,115,223,361,489,43
844,81,174,291,369,452,207
845,21,170,232,338,445,272
846,32,136,283,338,413,360
847,13,108,246,382,454,183
848,75,120,217,325,434,189
849,91,112,279,379,438,325
850,51,103,275,339,406,291
851,100,143,251,346,412,309
852,90,138,271,382,449,188
853,41,161,241,344,473,33
854,72,147,249,369,496,235
855,72,189,231,349,471,359
856,100,155,277,398,414,489
857,49,123,251,381,425,417
858,10,166,250,322,461,415
859,18,107,297,381,497,283
860,79,191,299,329,419,47
861,68,198,242,379,405,372
862,33,123,226,323,408,194
863,30,127,272,338,462,373
864,51,158,280,305,454,98
865,57,113,278,362,407,389
866,61,148,225,396,482,245
867,71,169,286,326,409,273
868,64,118,211,325,487,481
869,28,136,295,389,485,283
870,24,184,242,330,410,477
871,70,177,277,325,401,280
872,32,137,256,350,470,199
873,40,112,201,383,431,464
874,40,110,228,301,488,375
875,34,153,254,367,420,411
876,86,125,248,347,405,54
877,58,195,240,381,496,493
878,86,183,206,359,413,78
879,17,173,264,373,447,359
880,87,161,276,389,417,259
881,77,118,201,393,482,349
882,76,198,288,335,415,472
883,68,176,206,333,444,196
884,84,109,205,335,451,464
885,76,186,241,349,448,301
886,78,154,236,334,457,399
887,69,185,291,399,404,431
888,91,157,221,339,423,435
889,18,111,207,398,493,250
890,53,182,227,369,415,445
891,37,177,278,338,408,444
892,6,190,222,392,420,301
893,47,118,213,308,444,75
894,85,159,277,308,440,245
895,7,138,299,315,425,234
896,41,133,252,339,456,490
897,30,161,222,327,471,92
898,5,190,207,399,425,321
899,70,168,245,373,491,243
900,78,199,222,348,427,217
901,70,109,250,391,452,33
902,31,173,239,343,419,92
903,69,158,212,303,500,246
904,29,160,230,363,459,308
905,26,122,257,309,448,339
906,4,185,255,303,436,273
907,57,148,263,395,449,403
908,12,164,277,386,423,43
909,59,102,300,315,463,366
910,95,200,216,336,495,35
911,80,109,211,349,415,42
912,30,139,293,332,474,358
913,8,200,265,351,431,257
914,80,173,257,351,451,266
915,16,173,238,372,420,213
916,29,106,212,393,415,175
917,56,161,253,347,458,388
918,2,179,278,353,444,287
919,99,199,294,321,478,192
920,35,165,234,333,463,85
921,3,107,282,312,432,407
922,68,165,265,301,463,83
923,60,185,206,391,470,53
924,55,146,296,340,440,292
925,89,153,261,362,472,354
926,96,103,232,333,488,272
927,76,148,206,327,461,245
928,94,192,281,341,457,181
929,89,113,268,354,430,112
930,95,192,213,342,442,373
931,79,116,263,341,499,347
932,44,164,205,308,410,220
933,25,159,232,400,498,67
934,84,200,233,341,404,271
935,33,142,263,324,421,46
936,57,200,281,315,472,417
937,47,113,228,302,491,321
938,70,152,299,352,401,120
939,36,177,239,335,404,413
940,70,140,284,367,467,357
941,1,146,234,326,497,8
942,90,120,260,324,443,386
943,19,101,239,330,495,148
944,98,153,297,323,447,478
945,95,194,213,386,447,16
946,30,139,252,306,415,153
947,83,186,255,363,459,126
948,80,125,221,377,403,259
949,19,126,211,374,434,353
950,29,120,260,305,405,381
951,10,125,248,347,456,471
952,77,192,259,317,497,210
953,43,155,258,397,436,124
954,17,121,221,308,442,339
955,11,145,250,368,418,245
956,95,184,211,398,445,128
957,54,175,222,340,481,151
958,85,189,274,380,418,173
959,28,180,258,370,493,21
960,42,132,202,380,482,133
961,82,184,254,321,426,141
962,13,175,235,352,406,499
963,56,130,226,320,448,14
964,49,195,218,302,443,273
965,76,139,223,341,444,138
966,19,134,221,398,499,248
967,9,109,214,394,467,227
968,37,107,270,342,484,95
969,47,181,241,353,410,139
970,41,137,295,328,475,315
971,85,148,251,368,418,459
972,99,154,250,321,435,76
973,31,151,300,395,500,345
974,77,108,282,382,498,443
975,84,142,290,394,479,369
976,93,102,246,372,489,312
977,35,174,263,387,490,382
978,2,137,299,366,429,88
979,50,158,245,330,435,378
980,59,155,293,353,421,149
981,87,110,216,377,464,173
982,94,139,267,321,480,113
983,12,120,230,364,467,109
984,62,118,274,345,422,181
985,30,178,220,368,455,216
986,88,131,278,355,495,451
987,63,156,298,377,458,146
988,23,106,201,337,478,342
989,55,122,234,323,469,267
990,45,139,222,366,470,257
991,71,187,213,365,444,389
992,81,101,257,364,407,107
993,67,126,249,308,463,355
994,60,122,252,370,485,107
