node,cond_1,cond_2,cond_3,cond_4,cond_5,cond_6
93,10,170,202,308,413,167
94,80,140,273,323,470,219
95,10,122,292,397,429,129
96,68,123,283,392,477,8
97,66,170,276,352,475,162
98,65,117,243,350,456,119
99,77,108,274,398,409,396
100,49,103,263,360,424,367
101,66,131,244,400,405,326
102,56,181,217,396,494,407
103,92,182,238,391,442,262
104,30,128,233,385,488,129
105,13,108,213,399,442,123
106,32,115,209,365,480,246
107,87,129,240,400,444,275
108,12,187,246,322,444,3
109,55,127,294,329,451,190
110,65,147,236,372,409,82
111,62,163,230,304,433,165
112,92,126,275,389,434,321
113,8,145,277,341,408,299
114,66,124,234,320,500,148
115,41,163,225,388,411,478
116,63,195,231,371,443,25
117,29,170,263,309,459,325
118,12,172,213,366,492,296
119,64,138,235,316,438,76
120,11,103,295,321,446,261
121,37,200,243,398,431,290
122,68,199,254,392,446,32
123,8,122,258,320,465,18
124,4,118,263,352,412,284
125,19,118,278,350,429,260
126,90,113,212,385,452,393
127,24,160,262,391,429,237
128,18,117,205,387,498,361
129,100,120,279,366,472,158
130,44,139,257,302,409,333
131,60,157,298,302,449,362
132,87,111,267,364,421,430
133,85,130,285,307,424,297
134,100,157,279,380,453,172
135,87,178,210,387,498,329
136,2,133,208,308,449,76
137,76,173,234,388,460,159
138,74,145,210,388,444,374
139,80,171,230,312,439,297
140,39,187,214,357,424,406
141,94,172,205,316,485,436
142,72,134,210,302,456,96
143,57,191,246,385,450,494
144,27,162,218,339,408,245
145,26,138,270,320,464,26
146,83,135,270,394,473,425
147,97,107,215,393,485,103
148,2,120,299,378,420,116
149,95,155,277,337,454,342
150,92,123,275,342,470,492
151,38,134,286,340,404,471
152,22,130,273,395,444,8
153,21,196,250,314,479,347
154,79,164,282,345,435,138
155,22,195,223,305,429,492
156,70,194,250,400,409,212
157,99,120,272,389,496,110
158,85,168,228,360,402,499
159,30,162,293,320,429,222
160,14,108,233,361,471,259
161,64,182,245,363,428,60
162,60,138,284,301,416,233
163,16,154,201,337,472,172
164,25,193,208,329,424,142
165,60,174,257,385,416,44
166,52,131,211,342,424,48
167,57,190,247,367,420,7
168,73,114,259,341,470,43
169,57,154,288,353,459,474
170,22,128,259,331,460,425
171,47,195,263,350,439,236
172,27,195,295,338,470,78
173,61,185,239,342,463,185
174,25,166,281,312,423,328
175,23,105,226,338,500,120
176,37,160,297,379,421,83
177,96,138,207,346,458,379
178,95,103,224,349,442,288
179,10,137,219,393,480,450
180,69,134,218,301,441,489
181,28,188,215,353,405,389
182,43,175,238,350,461,316
183,80,127,233,364,432,110
184,31,118,289,323,459,122
185,34,123,276,333,421,399
186,42,115,276,395,410,283
187,96,180,227,381,423,335
188,21,162,291,396,445,210
189,56,146,286,387,406,85
190,40,152,220,365,440,22
191,31,168,263,308,425,21
192,42,151,271,356,477,352
193,76,114,296,399,437,352
194,82,179,204,339,411,354
195,21,171,259,355,458,184
196,67,180,290,350,447,252
197,48,183,242,357,424,418
198,30,128,223,301,418,9
199,21,106,244,322,485,376
200,83,139,225,327,430,290
201,76,113,279,335,442,134
202,70,134,219,327,437,3
203,14,122,233,375,491,6
204,59,147,283,386,421,330
205,62,161,300,369,473,121
206,60,165,270,342,437,247
207,50,111,233,371,432,109
208,79,115,250,331,487,120
209,96,106,266,348,434,403
210,25,175,258,395,430,124
211,1,131,263,381,465,294
212,88,120,202,372,448,362
213,51,126,231,374,463,275
214,14,102,259,351,499,358
215,83,138,265,397,423,381
216,13,162,235,350,471,422
217,36,192,294,391,461,449
218,33,129,213,320,492,164
219,84,167,272,355,478,412
220,57,125,268,377,496,338
221,22,151,300,316,414,343
222,14,184,254,339,416,260
223,35,170,233,369,414,177
224,95,154,208,327,487,482
225,88,161,258,393,471,356
226,4,173,238,396,462,101
227,48,118,294,309,449,131
228,55,185,296,308,500,267
229,63,145,269,386,450,273
230,66,121,225,306,492,60
231,46,158,205,301,438,391
232,64,189,218,380,443,146
233,33,173,210,311,411,75
234,59,188,242,346,448,109
235,6,173,203,384,408,245
236,90,133,294,373,467,125
237,5,172,219,349,438,383
238,89,152,209,356,435,165
239,5,190,277,326,401,126
240,4,152,209,327,475,244
241,28,199,245,370,448,135
242,18,129,236,330,442,228
243,59,179,294,335,425,212
244,89,127,272,369,469,350
245,31,189,221,340,472,381
246,2,200,296,335,417,480
247,16,147,240,376,455,251
248,40,167,225,393,403,40
249,18,149,245,385,457,281
250,33,152,232,361,485,410
251,82,154,214,380,491,408
252,38,134,245,385,448,492
253,29,127,285,318,471,16
254,32,108,251,301,415,77
255,64,160,235,369,486,341
256,42,140,245,377,461,412
257,40,134,203,375,490,257
258,30,101,245,400,420,9
259,38,150,277,362,411,357
260,64,187,263,393,455,238
261,2,106,266,312,450,263
262,48,170,232,317,472,250
263,34,158,217,366,403,496
264,92,160,247,392,498,362
265,44,164,222,399,423,149
266,95,110,234,306,486,453
267,99,187,259,301,413,321
268,15,114,214,326,496,148
269,29,105,279,334,484,141
270,25,148,278,322,422,312
271,100,155,259,336,438,319
272,54,163,295,385,410,140
273,30,166,216,369,422,391
274,45,198,209,347,443,409
275,8,166,284,332,450,234
276,70,104,231,349,413,400
277,74,165,221,377,490,137
278,100,104,279,317,461,9
279,37,129,210,394,414,335
280,25,101,231,372,470,125
281,61,108,293,303,429,342
282,13,163,275,368,447,143
283,64,110,238,363,438,255
284,45,159,275,340,447,377
285,54,168,220,318,409,290
286,68,136,233,381,409,430
287,5,179,258,302,462,400
288,1,179,274,314,428,177
289,40,117,288,333,463,308
290,87,145,223,318,474,8
291,97,193,217,352,474,328
292,45,108,211,323,416,89
293,70,185,295,312,433,205
294,10,114,280,364,421,162
295,17,116,254,312,496,294
296,49,122,293,322,458,386
297,9,113,225,362,425,479
298,46,194,229,344,435,104
299,82,157,297,382,477,235
300,23,124,277,400,500,184
301,34,161,217,331,473,171
302,43,126,211,339,478,243
303,93,142,231,322,424,60
304,96,147,243,394,480,12
305,70,167,260,349,499,325
306,14,110,295,382,416,224
307,44,179,244,363,470,198
308,10,195,229,345,481,43
309,90,156,217,314,490,348
310,77,183,253,323,419,63
311,92,189,228,392,499,464
312,93,145,215,352,484,131
313,35,156,227,358,458,271
314,71,148,212,314,479,220
315,88,122,237,338,429,465
316,48,137,226,391,412,235
317,7,112,224,327,453,336
318,91,135,274,396,459,362
319,64,138,254,384,495,384
320,23,139,232,319,407,388
321,57,167,215,361,463,293
322,72,122,240,345,475,220
323,12,188,230,354,454,143
324,62,105,289,351,498,301
325,39,122,241,315,486,475
326,70,130,214,385,443,278
327,100,184,250,398,449,130
328,67,179,247,356,445,60
329,43,183,279,317,484,119
330,59,133,296,320,462,421
331,27,162,236,399,446,478
332,89,196,294,345,433,214
333,99,125,210,365,451,404
334,9,192,243,328,436,332
335,44,174,218,364,469,12
336,99,153,286,309,449,45
337,15,124,268,313,434,255
338,71,190,237,359,432,390
339,32,149,224,350,427,310
340,37,128,228,396,436,258
341,13,115,237,350,480,438
342,49,138,217,345,412,172
343,42,190,246,337,500,33
344,64,126,250,317,412,283
345,93,158,212,344,426,320
346,65,192,264,324,472,444
347,87,166,280,345,411,77
348,63,142,296,365,472,267
349,40,141,232,307,422,488
350,67,163,251,367,471,207
351,18,161,262,307,477,78
352,9,197,220,304,458,160
353,31,182,229,323,407,120
354,82,101,231,366,429,201
355,60,144,228,313,454,443
356,28,101,288,318,436,356
357,39,124,238,319,461,326
358,2,187,210,332,412,407
359,48,128,264,315,454,410
360,62,150,279,322,468,348
361,13,170,262,396,474,21
362,37,154,250,384,477,3
363,6,162,240,386,464,195
364,30,142,225,390,441,143
365,12,199,272,346,461,347
366,17,123,222,387,494,129
367,71,103,221,372,500,49
368,50,107,244,398,465,455
369,7,196,212,310,414,235
370,12,198,258,384,422,251
371,62,161,294,310,487,315
372,53,136,235,318,471,83
373,93,187,264,362,497,319
374,37,160,216,334,438,257
375,1,166,214,318,441,428
376,7,163,209,317,472,309
377,99,109,211,312,466,50
378,6,184,278,393,427,461
379,3,103,256,329,415,214
380,28,129,268,349,418,292
381,78,115,255,366,412,365
382,15,182,257,356,454,41
383,27,193,254,362,416,441
384,87,122,263,324,439,368
385,48,139,275,370,419,185
386,14,132,223,355,466,9
387,62,171,299,393,417,389
388,75,134,291,359,411,488
389,63,172,262,370,486,105
390,80,102,234,301,471,122
391,36,122,289,330,497,247
392,58,149,203,351,460,61
393,26,117,213,306,448,163
394,63,141,298,337,490,464
395,64,157,258,321,493,164
396,46,178,243,381,475,13
397,21,190,260,332,475,91
398,43,187,206,394,481,144
399,82,194,278,331,432,353
400,93,160,291,301,447,357
401,100,169,221,357,499,20
402,58,123,298,331,439,144
403,94,143,241,325,427,263
404,13,102,217,306,455,250
405,29,150,280,389,413,57
406,3,115,212,302,499,264
407,91,176,233,399,430,426
408,52,137,280,374,409,380
409,44,175,252,378,492,79
410,95,113,224,321,472,241
411,19,107,238,393,476,470
412,17,178,262,330,485,422
413,7,113,208,362,425,489
414,26,129,215,375,482,231
415,71,196,217,318,425,121
416,12,161,227,320,442,126
417,26,172,255,335,480,43
418,3,127,238,365,424,139
419,73,113,213,308,478,148
420,77,133,217,339,494,18
421,68,136,205,398,475,291
422,77,135,254,333,469,110
423,3,144,215,379,452,419
424,16,118,273,395,466,159
425,62,159,229,324,493,302
426,63,113,287,329,452,5
427,32,106,291,367,419,407
428,94,197,296,397,495,378
429,33,173,280,374,436,401
430,60,187,237,361,484,356
431,26,130,297,352,473,110
432,37,186,271,387,428,268
433,77,130,205,387,419,322
434,81,178,241,340,463,233
435,96,180,228,386,486,347
436,13,110,295,385,500,384
437,82,171,245,303,476,44
438,29,151,282,341,462,383
439,92,188,229,383,500,23
440,50,145,228,378,420,232
441,5,200,268,360,454,127
442,22,102,237,372,454,205
443,92,117,282,336,434,319
444,37,179,233,392,481,135
445,87,149,214,302,489,307
446,85,157,263,342,452,310
447,92,195,227,342,468,98
448,49,186,271,371,491,459
449,60,148,245,370,410,186
450,94,172,272,338,442,434
451,54,198,299,368,443,396
452,60,180,244,327,417,55
453,77,127,254,312,422,122
454,33,171,279,351,489,370
455,12,108,208,345,488,116
456,71,159,224,354,470,406
457,63,113,246,347,450,297
458,16,172,249,306,458,15
459,18,126,235,306,420,406
460,35,136,293,374,427,443
461,98,151,290,318,405,92
462,36,117,227,396,434,426
463,84,177,209,326,444,372
464,26,180,268,386,496,491
465,23,103,251,302,490,187
466,9,169,243,372,421,390
467,69,167,208,353,404,121
468,50,108,267,319,435,383
469,80,101,254,388,495,138
470,99,133,272,360,401,181
471,59,120,241,339,419,294
472,85,168,219,321,437,77
473,88,183,214,355,459,27
474,80,163,229,386,407,464
475,91,154,258,348,463,440
476,26,171,206,309,485,185
477,84,155,291,336,495,146
478,42,152,289,350,473,152
479,67,163,246,367,407,141
480,88,111,218,397,484,240
481,79,190,271,376,409,380
482,76,161,300,320,496,381
483,66,168,231,360,441,389
484,41,178,268,395,425,137
485,17,186,228,354,429,180
486,63,143,247,325,413,21
487,81,141,241,316,446,246
488,55,133,261,374,480,393
489,81,199,289,321,464,202
490,35,188,231,318,489,295
491,23,184,252,370,435,404
492,96,156,288,378,430,379
493,1,194,294,383,478,320
494,100,123,230,348,410,493
495,81,172,228,325,425,337
496,99,129,271,312,448,439
497,47,196,268,342,401,44
498,47,119,288,328,403,239
499,9,111,245,307,467,116
500,77,139,204,386,430,435
501,74,150,300,327,465,266
502,12,128,259,317,488,251
503,87,151,284,379,450,473
504,50,163,227,394,461,177
505,3,132,256,313,436,153
506,18,148,229,397,412,212
507,80,186,203,324,482,272
508,31,174,292,387,414,299
509,99,133,268,310,495,109
510,25,151,239,305,416,333
511,36,180,284,352,462,434
512,3,104,269,371,458,292
513,81,195,241,309,403,130
514,49,102,205,356,410,287
515,13,111,214,305,467,303
516,77,106,240,363,493,220
517,66,173,218,365,465,454
518,14,171,259,313,493,395
519,33,112,266,375,437,169
520,36,179,250,330,446,8
521,83,103,243,309,468,23
522,86,111,234,342,425,300
523,16,104,239,307,465,115
524,73,104,261,356,465,433
525,72,110,268,323,457,392
526,64,183,283,342,483,162
527,61,182,212,379,463,191
528,13,126,226,375,424,346
529,36,115,272,319,402,140
530,63,146,236,369,427,445
531,7,174,289,310,467,134
532,100,118,294,328,489,172
533,73,135,271,392,410,492
534,70,189,295,351,490,26
535,41,123,279,319,406,171
536,8,181,225,308,427,296
537,90,111,232,395,495,134
538,10,113,289,380,447,286
539,34,154,263,301,428,350
540,96,109,287,343,470,152
541,64,184,276,388,470,262
542,37,196,216,350,407,397
543,66,149,295,376,489,77
544,43,104,296,318,466,160
545,4,185,207,345,446,68
546,28,200,278,391,430,217
547,95,190,299,355,409,132
548,76,166,281,389,495,232
549,57,191,268,357,433,334
550,31,112,251,373,415,421
551,92,153,277,346,478,42
552,52,106,235,353,477,45
553,23,162,300,370,499,140
554,30,151,216,352,493,378
555,48,103,218,311,414,103
556,29,176,272,341,409,271
557,1,120,282,321,434,329
558,19,109,253,358,490,263
559,71,116,211,383,435,244
560,92,166,281,333,486,320
561,57,119,279,325,431,277
562,21,111,215,400,455,401
563,21,123,297,323,494,230
564,96,171,272,372,409,170
565,5,163,242,354,449,346
566,38,143,226,304,440,25
567,30,134,269,342,499,324
568,93,123,265,308,482,280
569,15,117,205,321,446,444
570,69,197,248,357,490,455
571,60,190,217,328,498,287
572,29,145,222,346,476,197
573,18,162,214,395,489,177
574,53,149,281,357,420,343
575,1,124,284,398,402,458
576,39,130,296,351,432,451
577,51,143,222,364,427,227
578,35,194,292,359,437,178
579,1,160,266,385,438,222
580,27,121,232,353,463,318
581,69,126,296,305,482,261
582,80,146,289,329,443,376
583,99,155,290,333,420,459
584,93,135,214,336,444,447
585,11,128,202,322,406,395
586,76,200,284,382,450,226
587,90,180,208,392,443,244
588,28,126,277,389,493,132
589,48,177,203,334,469,18
590,71,118,270,332,456,88
591,14,131,204,388,451,330
592,90,177,297,315,479,119
593,86,160,255,383,487,66
594,55,108,263,376,448,207
595,100,142,252,348,463,173
596,1,122,258,388,456,34
597,82,181,252,338,459,275
598,64,137,289,369,436,47
599,39,187,219,337,443,161
600,11,101,234,323,469,235
601,53,112,248,349,444,174
602,2,106,222,379,452,450
603,23,140,255,387,426,342
604,42,118,286,330,496,489
605,8,146,282,316,418,254
606,80,107,228,346,467,44
607,68,192,251,387,428,165
608,11,155,243,332,430,472
609,25,149,224,342,482,186
610,94,120,240,311,483,43
611,72,122,248,307,468,51
612,42,103,267,332,434,190
613,54,116,209,395,467,274
614,17,168,210,349,409,95
615,56,190,220,325,480,153
616,23,123,280,337,486,459
617,93,143,208,361,489,297
618,47,132,292,325,482,224
619,65,189,262,303,493,424
620,70,102,255,316,498,342
621,40,194,273,350,427,456
622,54,167,253,375,485,488
623,76,142,282,361,426,336
624,19,170,214,336,472,130
625,79,117,252,338,464,306
626,3,166,277,339,401,117
627,77,192,275,324,484,218
628,85,184,216,335,487,217
629,26,121,292,348,450,275
630,9,106,289,339,455,122
631,25,108,251,362,455,284
632,91,101,279,343,457,30
633,46,150,254,397,466,364
634,60,111,261,318,490,144
635,29,112,247,343,477,98
636,62,143,251,323,407,83
637,89,131,298,356,451,395
638,34,173,215,376,422,460
639,100,115,265,325,410,175
640,100,153,218,387,464,342
641,96,138,259,343,450,130
642,6,145,243,355,471,55
643,93,185,215,394,405,360
644,45,112,296,346,409,59
645,53,136,290,337,488,236
646,65,121,298,350,478,284
647,4,188,223,328,461,260
648,57,163,280,398,455,245
649,50,126,252,301,464,380
650,44,165,279,308,457,485
651,62,123,208,342,404,47
652,2,113,258,305,492,255
653,43,195,262,386,487,27
654,40,196,206,391,417,173
655,38,173,290,369,475,230
656,71,160,264,311,435,78
657,70,188,216,396,454,295
658,39,191,235,379,435,327
659,29,137,282,384,443,302
660,66,124,240,345,420,275
661,90,127,232,385,402,112
662,30,115,203,303,471,483
663,93,134,268,314,445,418
664,11,145,254,365,457,66
665,65,114,288,391,425,249
666,13,127,217,383,454,46
667,2,178,244,347,461,228
668,71,153,207,332,449,425
669,16,173,291,390,457,119
670,83,110,299,347,430,454
671,70,116,238,312,499,112
672,78,187,253,356,428,182
673,70,188,296,360,406,28
674,60,166,225,369,408,294
675,23,107,216,361,409,472
676,58,102,240,343,401,315
677,29,165,289,345,435,166
678,25,170,206,380,469,490
679,51,200,277,345,415,348
680,45,139,256,397,456,317
681,70,185,234,306,419,440
682,10,117,220,369,458,406
683,76,158,212,352,448,468
684,69,183,283,386,408,265
685,26,136,258,365,483,403
686,36,106,258,317,470,151
687,83,169,233,332,422,125
688,8,125,205,331,449,142
689,66,118,281,373,408,65
690,53,131,284,376,495,405
691,41,185,250,367,413,259
692,53,130,238,378,465,191
693,22,190,204,376,475,391
694,98,155,266,348,457,130
695,80,155,272,367,489,199
696,34,156,221,378,405,444
697,72,184,210,358,415,239
698,17,113,231,382,413,279
699,14,194,215,344,449,404
700,79,178,286,353,449,309
701,3,105,224,329,477,485
702,78,131,268,379,436,428
703,74,155,264,397,475,495
704,81,121,291,319,408,449
705,16,192,288,392,480,297
706,81,142,209,392,432,112
707,80,137,230,342,421,449
708,72,161,237,390,420,366
709,51,114,247,337,491,123
710,81,131,241,366,405,216
711,40,141,224,355,445,14
712,22,149,243,321,477,66
713,100,178,255,314,404,245
714,20,172,242,398,440,231
715,30,145,238,309,429,16
716,41,154,283,345,437,373
717,62,190,215,351,415,195
718,7,173,286,368,451,407
719,3,134,237,341,411,255
720,54,135,249,340,420,496
721,23,115,292,390,459,40
722,41,103,298,311,473,121
723,91,108,222,322,452,337
724,88,127,211,367,404,292
725,5,129,255,359,405,166
726,43,138,201,324,419,271
727,100,139,260,351,438,158
728,47,178,227,340,482,134
729,66,193,203,396,475,461
730,70,133,279,395,490,315
731,25,134,269,364,415,240
732,13,128,233,395,464,135
733,60,178,219,372,487,428
734,90,145,204,399,424,190
735,20,104,237,356,476,249
736,86,199,276,353,442,303
737,62,172,283,315,422,460
738,35,173,212,353,410,116
739,63,143,231,352,448,7
740,52,117,285,386,485,334
741,13,198,232,318,454,75
742,61,107,208,352,448,30
743,77,184,299,353,435,486
744,25,141,271,399,483,380
745,61,117,246,335,411,230
746,4,153,254,379,402,78
747,69,106,229,361,417,11
748,4,156,281,358,403,411
749,40,146,212,329,428,287
750,80,116,299,305,494,495
751,27,106,272,325,410,38
752,76,144,252,374,440,417
753,93,177,231,390,449,336
754,44,193,289,340,469,41
755,3,176,260,347,448,62
756,28,151,221,389,403,40
757,37,103,221,315,497,239
758,72,106,229,350,404,30
759,95,166,233,305,446,205
760,37,130,287,304,445,368
761,64,140,269,383,436,149
762,100,121,265,374,433,234
763,62,184,231,302,413,430
764,82,145,287,393,488,67
765,93,120,206,336,424,317
766,7,133,260,320,480,197
767,98,168,255,384,483,366
768,58,187,251,387,440,437
769,33,182,227,321,490,339
770,40,110,258,399,456,189
771,84,171,212,360,457,462
772,93,157,250,304,409,67
773,65,125,262,377,436,278
774,96,130,266,330,446,447
775,49,130,239,308,413,444
776,94,189,207,372,446,98
777,96,123,213,332,464,489
778,60,156,295,313,483,33
779,48,103,229,387,442,205
780,100,143,224,345,406,262
781,66,178,246,384,473,243
782,20,185,204,339,436,330
783,61,149,254,315,405,76
784,43,134,260,372,472,414
785,14,106,240,370,421,485
786,60,195,290,377,479,73
787,95,102,243,377,453,262
788,65,184,294,352,441,423
789,22,116,297,317,445,149
790,88,155,229,320,495,343
791,81,188,245,353,457,250
792,23,124,235,399,440,85
793,98,150,243,352,459,357
794,26,170,260,379,472,203
795,87,101,252,378,445,298
796,29,181,283,311,460,208
797,63,106,240,398,429,371
798,71,128,283,370,448,201
799,92,187,238,386,431,325
800,20,176,204,318,490,241
801,26,187,246,343,413,431
802,12,189,275,348,497,28
803,68,119,299,394,418,58
804,100,167,288,339,425,291
805,32,159,289,315,485,156
806,69,189,293,317,468,420
807,76,177,297,394,471,264
808,91,171,240,386,431,278
809,58,134,271,346,429,95
810,78,198,264,303,426,102
811,19,108,232,393,436,344
812,18,112,286,354,466,294
813,18,105,264,314,450,322
814,82,138,215,387,478,62
815,80,193,267,354,409,318
816,75,121,203,358,431,472
817,86,123,260,336,462,165
818,85,136,241,360,435,33
819,83,143,233,343,440,475
820,96,122,259,320,496,257
821,60,117,259,340,487,318
822,12,107,233,303,427,164
823,82,156,226,359,437,464
824,48,151,209,344,433,470
825,16,133,225,323,442,366
826,69,189,236,326,477,294
827,24,174,293,321,486,307
828,8,158,224,301,442,384
829,49,160,258,383,459,346
830,27,156,268,336,416,224
831,60,151,229,363,449,282
832,52,135,298,326,433,204
833,72,200,294,400,467,117
834,43,123,295,362,417,331
835,25,111,274,345,478,341
836,1,112,248,323,480,221
837,82,177,203,339,441,158
838,15,197,281,304,412,419
839,82,144,232,304,441,57
840,89,196,268,354,487,367
841,63,188,291,360,488,442
842,56,125,229,351,482,213
843,43,104,215,362,486,347
844,64,158,276,322,483,183
845,56,124,248,383,480,143
846,70,109,208,377,465,199
847,21,166,206,355,450,144
848,10,161,256,398,499,212
849,74,108,290,341,439,385
850,67,117,245,370,455,166
851,79,104,254,325,436,199
852,59,104,215,363,444,53
853,68,139,233,326,464,134
854,3,110,268,318,428,68
855,97,174,276,395,451,123
856,55,160,219,354,480,147
857,22,142,256,395,425,236
858,19,193,299,314,455,320
859,13,122,232,345,446,182
860,53,153,220,357,416,199
861,14,110,214,350,477,313
862,68,171,227,377,450,408
863,74,147,256,358,486,391
864,29,149,229,355,431,227
865,94,185,300,311,421,334
866,95,189,230,301,437,273
867,37,152,243,349,492,429
868,2,185,221,320,497,198
869,65,199,259,329,493,231
870,5,173,216,390,476,228
871,97,155,215,309,463,240
872,80,186,207,358,469,6
873,73,118,230,330,496,105
874,24,153,234,384,414,377
875,11,166,296,311,402,427
876,36,160,213,327,490,357
877,27,147,255,317,499,97
878,13,119,275,355,499,200
879,19,147,220,381,491,284
880,85,117,206,381,489,311
881,36,189,245,372,408,127
882,19,101,203,380,456,4
883,74,138,224,385,482,403
884,67,188,268,344,473,242
885,53,197,257,350,419,347
886,91,153,230,365,406,197
887,93,142,246,330,487,166
888,15,127,231,314,497,132
889,40,179,276,345,491,84
890,28,190,284,318,448,68
891,53,131,204,301,416,183
892,5,183,238,370,454,50
893,35,155,206,386,437,424
894,54,199,240,326,426,204
895,87,131,281,318,409,423
896,49,182,277,383,407,343
897,74,183,209,383,458,233
898,48,136,202,358,428,337
899,74,138,283,374,450,125
900,44,138,281,362,425,229
901,5,164,294,375,490,316
902,5,196,292,357,498,201
903,61,118,267,352,454,407
904,8,152,267,308,465,94
905,44,158,280,314,492,209
906,57,145,273,371,450,5
907,32,140,264,347,454,262
908,12,131,239,378,409,268
909,60,183,238,387,416,14
910,83,127,247,301,441,93
911,48,183,289,388,500,458
912,24,117,206,343,445,47
913,72,147,245,331,499,426
914,73,150,219,348,484,282
915,22,155,254,368,412,447
916,32,170,254,351,499,317
917,83,166,209,373,452,477
918,24,130,244,369,438,73
919,10,175,223,390,455,227
920,16,162,280,313,458,107
921,19,179,272,316,437,34
922,29,140,269,323,495,166
923,10,169,224,362,493,7
924,43,188,242,342,411,499
925,99,135,248,383,486,473
926,3,198,289,314,450,392
927,34,147,282,372,450,256
928,80,112,224,327,403,376
929,45,101,234,362,456,345
930,6,110,278,400,416,487
931,53,108,219,385,496,345
932,43,193,264,377,489,218
933,84,170,229,367,488,345
934,28,118,216,373,494,171
935,28,126,248,400,474,113
936,93,102,248,304,443,63
937,12,125,217,373,443,256
938,77,168,232,320,470,428
939,19,183,257,329,454,455
940,21,103,262,357,431,122
941,85,180,277,333,418,485
942,58,136,268,384,489,344
943,35,162,248,326,446,372
944,88,141,205,394,446,174
945,2,142,278,382,495,71
946,100,150,206,307,463,427
947,39,121,247,328,492,419
948,70,188,227,376,410,192
949,7,106,235,319,412,135
950,22,131,281,318,447,350
951,56,194,251,334,442,202
952,96,129,275,316,497,325
953,10,120,228,364,461,223
954,61,171,211,374,439,496
955,19,102,285,365,422,191
956,29,102,210,374,407,243
957,77,142,226,378,469,46
958,22,125,281,340,464,371
959,44,156,285,388,470,474
960,37,148,278,396,483,302
961,14,150,217,395,423,29
962,97,144,283,329,460,64
963,90,125,224,343,426,285
964,45,172,232,319,449,75
965,88,194,295,320,485,318
966,79,192,206,355,474,347
967,14,199,212,302,447,26
968,100,123,236,396,475,199
969,63,198,269,395,491,456
970,48,130,209,312,498,175
971,67,162,219,396,483,419
972,65,182,229,364,411,246
973,16,166,283,307,490,150
974,4,113,214,363,489,188
975,40,117,245,325,408,298
976,90,111,215,339,492,363
977,16,192,206,365,463,395
978,12,108,248,336,417,393
979,82,103,285,386,420,219
980,34,102,260,354,463,431
981,60,186,218,348,419,158
982,52,103,217,395,422,421
983,4,179,278,344,441,449
984,75,136,209,367,485,95
985,24,137,208,331,402,448
986,87,163,240,305,444,434
987,35,188,293,394,426,362
988,31,141,218,366,481,42
989,54,119,292,324,403,383
990,3,118,268,362,487,119
991,48,159,242,380,486,464
992,90,146,215,388,432,401
993,60,134,262,326,415,367
994,35,159,293,350,418,212
